#;Cluster;Pixels;%;HEX;Swatch;Red;Green;Blue;Hue;Saturation;Value;Lightness;Green-Red;Blue-Yellow;Name
50;5;55379;18,5;#E8830D;;232;131;13;32;94;91;64,5;32,2;68,9;vivid orange
50;4;53500;17,88;#882C05;;136;44;5;17;96;53;31,9;37,7;41,9;red-orange
50;2;52669;17,6;#5E1903;;94;25;3;14;96;36;20,4;30,3;29,1;dark red
50;6;52012;17,38;#3C0E02;;60;14;2;12;96;23;11,1;21,8;16,4;dark red
50;3;44614;14,91;#F9A712;;249;167;18;38;92;97;74,7;20,5;76,2;vivid orange
50;1;41126;13,74;#BD550A;;189;85;10;25;94;74;48,7;38,5;55,8;vivid red-orange
51;5;94219;31,45;#3E3B2F;;62;59;47;48;24;24;24,8;-1,1;7,9;dark yellow-orange
51;4;69830;23,31;#655E50;;101;94;80;40;20;39;40,2;0,2;9;pale orange
51;1;65640;21,91;#1E1D17;;30;29;23;51;23;11;10,7;-0,9;4,3;very dark yellow-orange
51;6;38716;12,92;#978E82;;151;142;130;34;13;59;59,5;1,2;7,6;pale orange
51;3;22855;7,63;#DCD8D4;;220;216;212;30;3;86;86,5;0,7;2,4;very light grey
51;2;8308;2,77;#A7AC67;;167;172;103;64;40;67;68,5;-12,5;34,9;yellow
52;3;105439;35,2;#1E1008;;30;16;8;21;73;11;6;5,5;5,8;very dark red-orange
52;1;94995;31,71;#3B220E;;59;34;14;26;76;23;16;9,7;17,7;dark red-orange
52;6;58042;19,38;#623711;;98;55;17;28;82;38;27,8;15,9;30,7;red-orange
52;4;21197;7,08;#BF741E;;191;116;30;32;84;74;55,7;23,3;55,5;vivid orange
52;2;11132;3,72;#F7E358;;247;227;88;52;64;96;89,6;-8,8;67,9;yellow-orange
52;5;8763;2,93;#EFF3E1;;239;243;225;73;7;95;95,1;-4,4;8,2;white
53;3;93984;31,37;#1C0D01;;28;13;1;26;96;11;4,9;4,8;6,9;very dark red-orange
53;1;93048;31,06;#311C02;;49;28;2;33;95;19;12,5;7,6;18;very dark orange
53;6;49262;16,44;#482B03;;72;43;3;34;95;28;20,5;9,9;28,2;dark orange
53;5;24160;8,06;#905C08;;144;92;8;37;94;56;43,7;15,3;49,7;orange
53;2;20012;6,68;#DDA511;;221;165;17;43;92;86;71,1;9,5;72,3;vivid orange
53;4;19102;6,38;#F9ED11;;249;237;17;56;93;97;92;-15,2;89,1;vivid yellow-orange
54;1;65704;21,93;#74330A;;116;51;10;23;91;45;29,7;26,2;36,6;red-orange
54;4;61876;20,65;#995519;;153;85;25;28;83;60;43,3;23,8;44,4;red-orange
54;6;48210;16,09;#C18231;;193;130;49;33;74;75;59,5;17,2;51,5;orange
54;5;43965;14,67;#531E08;;83;30;8;17;90;32;19,2;23,4;25,1;dark red-orange
54;3;41966;14,01;#310E05;;49;14;5;12;89;19;8,8;17,1;11,5;very dark red
54;2;37898;12,65;#E8B249;;232;178;73;39;68;91;75,7;9,2;59,2;orange
55;3;69702;23,27;#979088;;151;144;136;32;9;59;60,2;1,1;5,2;pale orange
55;1;55685;18,59;#6A5D53;;106;93;83;26;21;41;40,4;3,4;7,7;pale red-orange
55;4;51836;17,3;#292A2D;;41;42;45;225;8;17;17,1;0,3;-2,1;very dark blue
55;2;46234;15,43;#B7DAEA;;183;218;234;198;21;91;85,1;-8,1;-11,7;pale blue-cyan
55;5;46037;15,37;#7BA6C7;;123;166;199;206;38;78;66,2;-6,2;-21,5;blue-cyan
55;6;30074;10,04;#425B74;;66;91;116;210;43;45;37,7;-2,2;-17,1;blue-cyan
56;2;58290;19,46;#D87F43;;216;127;67;24;69;84;61,8;29,4;46,4;red-orange
56;6;57641;19,24;#A95123;;169;81;35;20;79;66;44,9;33,1;42,3;vivid red-orange
56;3;50809;16,96;#240C02;;36;12;2;17;94;14;5,8;10,6;8,1;very dark red-orange
56;1;50595;16,89;#743010;;116;48;16;19;86;45;29,1;28;33,4;red-orange
56;4;41809;13,96;#471A07;;71;26;7;17;90;27;16;20,3;21,1;dark red-orange
56;5;40424;13,49;#F8AD6E;;248;173;110;27;55;97;76,7;20,9;43,1;red-orange
57;1;172771;57,74;#150A06;;21;10;6;16;71;8;3,5;3,3;2,9;very dark red-orange
57;5;57781;19,31;#371E0D;;55;30;13;24;76;21;14,2;10,3;15,8;dark red-orange
57;3;23084;7,72;#7A4922;;122;73;34;26;72;47;36;17,2;31,4;red-orange
57;4;18502;6,18;#FBF2A3;;251;242;163;53;35;98;94,6;-8,3;39,3;light yellow-orange
57;2;14910;4,98;#DA9650;;218;150;80;30;63;85;67,5;18,7;46,5;orange
57;6;12161;4,06;#FDFEEC;;253;254;236;63;7;99;99,2;-3,4;8,5;white
58;5;124608;41,6;#0F0B09;;15;11;9;20;40;5;3,3;1;1,2;very dark red-orange
58;1;95651;31,93;#2C1B11;;44;27;17;22;61;17;11,7;7;10;very dark red-orange
58;4;39555;13,2;#45220D;;69;34;13;22;81;27;17,6;14,7;20,6;dark red-orange
58;3;18777;6,27;#89461B;;137;70;27;23;80;53;37,4;25,3;37,2;red-orange
58;6;12703;4,24;#F9F292;;249;242;146;55;41;97;94,2;-10,9;47,1;light yellow-orange
58;2;8274;2,76;#E5923E;;229;146;62;30;72;89;67,7;24,4;55,5;orange
59;4;83621;27,95;#24120B;;36;18;11;16;69;14;7,5;8,4;6,9;very dark red-orange
59;2;82507;27,58;#542C10;;84;44;16;24;81;32;22,7;15,9;25,4;dark red-orange
59;3;63931;21,37;#8F521D;;143;82;29;27;79;56;41,2;21,2;40,2;red-orange
59;1;43200;14,44;#DC8E34;;220;142;52;32;76;86;65,6;22,4;57,4;vivid orange
59;6;21244;7,1;#FAE576;;250;229;118;50;52;98;90,6;-6,5;56,1;yellow-orange
59;5;4706;1,57;#4E4C85;;78;76;133;242;42;52;35;16;-31,8;blue
60;1;129326;43,17;#120A0B;;18;10;11;352;44;7;3,3;2,7;0,5;very dark red
60;4;53443;17,84;#7B5013;;123;80;19;35;84;48;37,8;12,8;40,4;orange
60;3;44126;14,73;#45260D;;69;38;13;26;81;27;18,7;12,1;21,9;dark red-orange
60;2;32172;10,74;#B2872A;;178;135;42;41;76;69;58,9;7,5;53,3;vivid orange
60;6;25187;8,41;#EED66D;;238;214;109;48;54;93;85,7;-4,5;54,2;yellow-orange
60;5;15314;5,11;#FCF9D6;;252;249;214;55;15;98;97,4;-4,7;17,2;pale yellow-orange
61;2;85087;28,4;#1D0A09;;29;10;9;3;69;11;4,5;7,8;3,2;very dark red
61;5;79051;26,39;#3D1A0C;;61;26;12;17;80;23;14,2;15,9;16,4;dark red-orange
61;3;43272;14,44;#713811;;113;56;17;24;85;44;30,4;22,3;33,9;red-orange
61;6;39465;13,17;#A46420;;164;100;32;30;80;64;48,4;20,4;46,8;orange
61;1;30657;10,23;#DBA236;;219;162;54;39;75;85;70,3;11,3;61,1;vivid orange
61;4;22036;7,36;#F6E067;;246;224;103;50;58;96;88,9;-6,8;60,7;yellow-orange
62;2;96956;32,37;#140A05;;20;10;5;20;75;7;3,4;2,7;3,1;very dark red-orange
62;3;62493;20,86;#3D200D;;61;32;13;23;78;23;15,8;12;18;dark red-orange
62;6;52904;17,66;#673512;;103;53;18;24;82;40;28;19,5;30,7;red-orange
62;5;36777;12,28;#A06021;;160;96;33;29;79;62;46,9;21;44,8;red-orange
62;1;29644;9,9;#DF9942;;223;153;66;33;70;87;68,7;18,4;54,5;orange
62;4;20794;6,94;#FBEB8B;;251;235;139;51;44;98;92,5;-7,3;48,4;light yellow-orange
63;2;129400;43,2;#160901;;22;9;1;22;95;8;3,3;3,4;4,6;very dark red-orange
63;6;53079;17,72;#381D03;;56;29;3;29;94;22;14;10,8;19,7;dark red-orange
63;3;39313;13,12;#633A06;;99;58;6;33;93;38;28,6;14,1;36,2;orange
63;5;37960;12,67;#9F650C;;159;101;12;36;92;62;47,9;17,1;52,8;orange
63;1;27465;9,17;#DD9915;;221;153;21;39;90;86;68,2;16;69,4;vivid orange
63;4;12351;4,12;#FBE12A;;251;225;42;52;83;98;89,2;-8,1;82,7;vivid yellow-orange
64;2;86309;28,85;#5E3C27;;94;60;39;22;58;36;28,8;12,4;19;dark red-orange
64;4;86267;28,83;#301E11;;48;30;17;25;64;18;13,2;7;12,1;very dark red-orange
64;1;57769;19,31;#845227;;132;82;39;27;70;51;39,7;16,7;33,2;red-orange
64;6;31163;10,42;#AF7D61;;175;125;97;21;44;68;56,7;15,9;23;red-orange
64;5;22951;7,67;#C78A3F;;199;138;63;33;68;78;62,2;16,1;48,2;orange
64;3;14750;4,93;#F8E7C5;;248;231;197;40;20;97;92,2;0,5;18,7;pale orange
65;3;162116;54,18;#150D04;;21;13;4;31;81;8;4,1;1,7;4,6;very dark orange
65;1;96227;32,16;#2C1D08;;44;29;8;35;81;17;12,2;4,6;14,9;very dark orange
65;5;19024;6,36;#604610;;96;70;16;40;83;37;31,6;5,5;34,7;dark orange
65;4;10056;3,36;#A8821F;;168;130;31;43;81;65;56,5;5,3;54,7;vivid orange
65;2;9924;3,32;#F2E154;;242;225;84;53;65;94;88,6;-10,1;68,4;yellow-orange
65;6;1862;0,62;#FAF9BB;;250;249;187;59;25;98;96,7;-9,2;30;light yellow-orange
66;2;109575;36,58;#250D0B;;37;13;11;4;70;14;6,4;11,9;5,2;very dark red
66;5;104846;35;#4A1C12;;74;28;18;10;75;29;17,1;21,1;17,4;dark red
66;3;38301;12,79;#8D3315;;141;51;21;15;85;55;34,2;36,7;37,3;red-orange
66;1;19792;6,61;#D5DBDC;;213;219;220;188;3;86;87;-1,8;-1,2;very light grey
66;4;14800;4,94;#7A7574;;122;117;116;10;4;47;49,6;1,7;1,2;grey
66;6;12254;4,09;#DE8033;;222;128;51;27;77;87;62,7;30,6;55;vivid red-orange
67;1;65502;21,87;#7F4021;;127;64;33;19;74;49;34,6;24,6;30,6;red-orange
67;2;57872;19,32;#100A0A;;16;10;10;0;37;6;3,2;1,8;0,7;very dark red
67;4;54418;18,17;#572716;;87;39;22;15;74;34;22,1;20,7;21,3;dark red-orange
67;6;52535;17,54;#AA6534;;170;101;52;24;69;66;49,6;23,5;38,8;red-orange
67;5;48114;16,06;#321510;;50;21;16;8;68;19;10,9;14,1;9,7;very dark red
67;3;21127;7,05;#DA9B54;;218;155;84;31;61;85;68,7;16,3;45,9;orange
68;1;100012;33,43;#5E4817;;94;72;23;41;75;36;32;3,6;31,7;dark orange
68;3;92445;30,9;#3E2E0A;;62;46;10;41;83;24;20;3;24,4;dark orange
68;5;42689;14,27;#8B743C;;139;116;60;42;56;54;49,9;1,7;33,9;orange
68;6;31940;10,67;#1B1604;;27;22;4;47;85;10;7,4;-0,6;9,4;very dark yellow-orange
68;2;19753;6,6;#E5D594;;229;213;148;48;35;89;85,2;-3,8;34,2;light yellow-orange
68;4;12369;4,13;#FAFDED;;250;253;237;71;6;99;98,7;-3,7;7,3;white
69;1;106449;35,53;#4B220A;;75;34;10;22;86;29;18,6;17,5;23,3;dark red-orange
69;6;91236;30,46;#331606;;51;22;6;21;88;20;11,2;13,1;14,6;dark red-orange
69;3;55894;18,66;#120A05;;18;10;5;23;72;7;3,2;1,9;2,8;very dark red-orange
69;5;24242;8,09;#7C4019;;124;64;25;23;79;48;34;22,9;34,2;red-orange
69;2;14165;4,73;#CC7735;;204;119;53;26;74;80;58,3;28;49;red-orange
69;4;7582;2,53;#F8E185;;248;225;133;48;46;97;89,6;-4;47,7;yellow-orange
70;5;62986;21,03;#120601;;18;6;1;17;94;7;2,4;2,9;3,2;very dark red-orange
70;6;62912;21;#C58A2E;;197;138;46;36;76;77;61,9;14,4;55,3;vivid orange
70;3;58854;19,65;#A05D16;;160;93;22;30;86;62;46,1;22,3;48,5;orange
70;2;46085;15,38;#73330A;;115;51;10;23;91;45;29,5;25,8;36,4;red-orange
70;4;39562;13,21;#411605;;65;22;5;17;92;25;13,9;19,8;19;dark red-orange
70;1;29169;9,74;#F6CF92;;246;207;146;36;40;96;85,1;5,7;35,4;light orange
71;4;70295;23,49;#B06525;;176;101;37;27;79;69;50,3;25,3;47;vivid red-orange
71;3;58082;19,41;#E38C38;;227;140;56;29;75;89;66;26,5;56,4;vivid red-orange
71;2;53997;18,05;#7E4317;;126;67;23;25;81;49;35;22;36,2;red-orange
71;6;52038;17,39;#4E260E;;78;38;14;22;82;30;20,2;16,7;23,4;dark red-orange
71;1;50413;16,85;#241509;;36;21;9;26;75;14;8,4;6;9;very dark red-orange
71;5;14384;4,81;#F9C560;;249;197;96;39;61;97;82,3;7,8;56,6;orange
72;6;64623;21,6;#BF7704;;191;119;4;36;97;74;56,4;21,2;62,3;vivid orange
72;4;60977;20,38;#874E02;;135;78;2;34;98;52;38,9;19,1;47,4;orange
72;3;54363;18,17;#FDF33A;;253;243;58;56;77;99;94;-15,6;82,8;vivid yellow-orange
72;1;52083;17,41;#4A2702;;74;39;2;30;97;29;19,7;13,5;27,8;dark orange
72;2;46587;15,57;#F1AE0C;;241;174;12;42;95;94;75,5;13,4;77,2;vivid orange
72;5;20576;6,88;#FDFA84;;253;250;132;58;47;99;96,4;-14,6;56,5;yellow-orange
73;5;67339;22,51;#411404;;65;20;4;15;93;25;13,4;20,9;18,9;dark red-orange
73;6;60449;20,2;#EA6E1D;;234;110;29;23;87;91;60,5;43,9;62,2;vivid red-orange
73;1;51200;17,11;#B14B12;;177;75;18;21;89;69;44,8;38,9;49,9;vivid red-orange
73;2;48029;16,05;#1D0802;;29;8;2;13;93;11;4;7,7;5,3;very dark red
73;4;47842;15,99;#732B09;;115;43;9;19;92;45;27,8;30,1;35,4;red-orange
73;3;24350;8,14;#FCA33C;;252;163;60;32;76;98;74,3;24,9;63,9;vivid orange
74;2;91417;30,52;#543820;;84;56;32;27;61;32;26,2;9,5;19,9;dark red-orange
74;6;70372;23,49;#8C603D;;140;96;61;26;56;54;44,6;13,8;27;red-orange
74;4;49839;16,64;#25170C;;37;23;12;26;67;14;9,3;5,4;9;very dark red-orange
74;3;35342;11,8;#CE9D69;;206;157;105;30;49;80;68,2;11,9;34,1;orange
74;5;30430;10,16;#7C8869;;124;136;105;83;22;53;55;-10,2;15,2;pale yellow-green
74;1;22168;7,4;#E0D7CB;;224;215;203;34;9;87;86,4;1;7;pale orange
75;4;74638;24,92;#1B0E06;;27;14;6;22;77;10;5,1;4,5;5,2;very dark red-orange
75;3;66634;22,24;#532F11;;83;47;17;27;79;32;23,4;13,6;25,5;dark red-orange
75;2;58328;19,47;#DBA354;;219;163;84;35;61;85;70,8;12,4;48,3;orange
75;6;56423;18,83;#905B27;;144;91;39;29;72;56;43,6;16,9;37,9;red-orange
75;1;27978;9,34;#3B4836;;59;72;54;103;25;28;29;-9,2;9,1;dark yellow-green
75;5;15567;5,2;#FCEEC1;;252;238;193;45;23;98;94,2;-2,2;23,5;pale yellow-orange
76;4;98699;32,96;#2C170A;;44;23;10;22;77;17;10,3;9;11,5;very dark red-orange
76;2;71054;23,72;#6E3511;;110;53;17;23;84;43;29,2;22,7;32,7;red-orange
76;3;69065;23,06;#BE6E2B;;190;110;43;27;77;74;54,3;26,6;48,9;vivid red-orange
76;6;27024;9,02;#6C654E;;108;101;78;46;27;42;42,8;-1,3;14,1;yellow-orange
76;5;24749;8,26;#F9CE5A;;249;206;90;43;63;97;84,5;2,7;61,7;orange
76;1;8899;2,97;#EBECD0;;235;236;208;62;11;92;92,7;-5;13,5;pale yellow
77;4;86984;29,04;#081509;;8;21;9;124;61;8;5,5;-6,6;4,4;very dark green
77;1;66519;22,2;#133D13;;19;61;19;120;68;23;22;-24,6;21,2;dark green
77;2;63394;21,16;#E7E7E0;;231;231;224;60;3;90;91,5;-1,2;3,4;very light grey
77;3;42819;14,29;#506961;;80;105;97;160;23;41;42,3;-11,1;1,5;pale blue-green
77;6;21281;7,1;#5A8D32;;90;141;50;93;64;55;53,4;-33,3;42;yellow-green
77;5;18571;6,2;#CA935B;;202;147;91;30;55;79;65,1;14,4;37,6;orange
78;2;108915;36,36;#130401;;19;4;1;10;94;7;2,1;4,1;2,7;very dark red
78;5;51579;17,22;#311303;;49;19;3;20;93;19;10;13,8;14;very dark red-orange
78;3;43398;14,49;#84511A;;132;81;26;31;80;51;39,4;16,7;39,3;orange
78;1;38335;12,8;#B27C34;;178;124;52;34;70;69;56,2;14,1;46,2;orange
78;4;36943;12,33;#562E0C;;86;46;12;27;86;33;23,5;15,4;28,4;dark red-orange
78;6;20398;6,81;#E1B76C;;225;183;108;38;52;88;76,7;6,1;43,6;orange
79;1;101118;33,78;#51321A;;81;50;26;26;67;31;24;11,3;20,8;dark red-orange
79;3;89203;29,8;#2E1A0C;;46;26;12;24;73;18;11,6;8,2;12,5;very dark red-orange
79;4;48141;16,08;#7F5531;;127;85;49;27;61;49;40;13,4;27,8;red-orange
79;5;26715;8,93;#BA8F65;;186;143;101;29;45;72;62,5;10,9;28,6;red-orange
79;6;17389;5,81;#FCF8F1;;252;248;241;38;4;98;97,7;0,1;3,8;white
79;2;16734;5,59;#EBD1A3;;235;209;163;38;30;92;85;2,4;26,2;light orange
80;5;88121;29,42;#D76A08;;215;106;8;28;96;84;56,9;38,2;63,5;vivid red-orange
80;1;78539;26,22;#EE9020;;238;144;32;32;86;93;68,2;28,2;67,6;vivid orange
80;3;64389;21,49;#B44A02;;180;74;2;24;98;70;45,1;40,3;54,8;vivid red-orange
80;6;31788;10,61;#852901;;133;41;1;18;99;52;30,8;37,9;42,5;red-orange
80;4;21621;7,22;#450F01;;69;15;1;12;98;27;13,3;25;20;dark red
80;2;15110;5,04;#0C0300;;12;3;0;15;100;4;1,3;2;2;very dark red-orange
81;5;67510;22,56;#E98C2D;;233;140;45;30;80;91;66,7;28,6;61,8;vivid orange
81;6;66112;22,1;#1F1106;;31;17;6;26;80;12;6,4;5,2;7,2;very dark red-orange
81;3;54491;18,21;#B5641E;;181;100;30;27;83;71;50,7;27,7;50,6;vivid red-orange
81;2;45244;15,12;#46220B;;70;34;11;23;84;27;17,8;15,1;21,7;dark red-orange
81;4;44301;14,81;#7D4014;;125;64;20;25;84;49;34,1;23,1;36,7;red-orange
81;1;21551;7,2;#F9BF57;;249;191;87;38;65;97;80,8;10,3;59;orange
82;2;68303;22,8;#494C4B;;73;76;75;160;3;29;32;-1,4;0,2;dark grey
82;6;57126;19,07;#73766F;;115;118;111;85;5;46;49,2;-2,5;3,5;grey
82;5;55871;18,65;#5F453D;;95;69;61;14;35;37;31,9;9,9;9,2;dark red
82;3;52901;17,66;#22181B;;34;24;27;342;29;13;9,6;5,6;-0,2;very dark red-violet
82;1;46277;15,45;#987A6C;;152;122;108;19;28;59;53,7;9,5;12,1;red-orange
82;4;19090;6,37;#D7BEAC;;215;190;172;25;20;84;78,6;6;12,3;pale red-orange
83;4;216749;72,44;#090606;;9;6;6;0;33;3;1,8;0,8;0,3;very dark red
83;5;27560;9,21;#7C4A2A;;124;74;42;23;66;48;36,7;18;27,8;red-orange
83;1;23980;8,01;#38180D;;56;24;13;15;76;22;12,8;14,8;13,9;dark red-orange
83;3;16861;5,64;#D69663;;214;150;99;26;53;83;67,3;18,5;36,3;red-orange
83;6;9341;3,12;#FBE898;;251;232;152;48;39;98;91,9;-4,5;41,2;light yellow-orange
83;2;4718;1,58;#FDFCF0;;253;252;240;55;5;99;98,7;-1,7;5,9;white
84;1;68216;22,77;#834009;;131;64;9;27;93;51;35;25,5;42,2;red-orange
84;4;60256;20,11;#A4560A;;164;86;10;29;93;64;45;27,7;51,5;red-orange
84;5;57254;19,11;#662E07;;102;46;7;24;93;40;26,1;22,8;33,9;red-orange
84;2;57165;19,08;#C5710C;;197;113;12;32;93;77;55,8;27,1;60,8;vivid orange
84;3;35415;11,82;#451C05;;69;28;5;21;92;27;16;18,1;22;dark red-orange
84;6;21262;7,1;#E99615;;233;150;21;36;91;91;68,9;22,8;70,6;vivid orange
85;1;105822;35,32;#180D0A;;24;13;10;12;58;9;4,6;3,9;2,8;very dark red
85;4;66464;22,19;#33190D;;51;25;13;18;74;20;12,1;11,6;12,9;dark red-orange
85;5;47731;15,93;#643518;;100;53;24;22;76;39;27,6;18,4;26,9;red-orange
85;2;38123;12,73;#9C5C20;;156;92;32;29;79;61;45,4;21,4;43,6;red-orange
85;6;28952;9,66;#DC8D25;;220;141;37;34;83;86;65,3;22,4;62,7;vivid orange
85;3;12476;4,16;#FACA44;;250;202;68;44;72;98;83,4;4,1;69,6;orange
86;1;126776;42,37;#140A05;;20;10;5;20;75;7;3,4;2,7;3,1;very dark red-orange
86;5;81690;27,3;#30190A;;48;25;10;23;79;18;11,6;9,8;13,4;very dark red-orange
86;2;54109;18,08;#4E2B13;;78;43;19;24;75;30;21,6;13,8;22,1;dark red-orange
86;4;18696;6,25;#767165;;118;113;101;42;14;46;47,8;-0,3;7,4;pale orange
86;3;9080;3,03;#E4D4BA;;228;212;186;37;18;89;85,6;1,4;14,9;pale orange
86;6;8858;2,96;#B56E38;;181;110;56;25;69;71;53,2;23,4;41,2;red-orange
87;2;76494;25,56;#4D211A;;77;33;26;8;66;30;19;20,1;14,5;dark red
87;5;60450;20,2;#1D0C13;;29;12;19;335;58;11;5,2;8,7;-0,9;very dark red-violet
87;1;50106;16,74;#894723;;137;71;35;21;74;53;37,7;25,1;33,4;red-orange
87;6;45108;15,07;#C9844A;;201;132;74;27;63;78;61,1;20,9;41,6;red-orange
87;3;38936;13,01;#EBD69D;;235;214;157;43;33;92;86,1;-1;30,8;light orange
87;4;28206;9,42;#665E39;;102;94;57;49;44;40;39,8;-2,7;22,4;yellow-orange
88;6;93940;31,39;#895127;;137;81;39;25;71;53;40,2;19,6;33,9;red-orange
88;1;87073;29,09;#663921;;102;57;33;20;67;40;29,1;17,5;23,3;red-orange
88;2;50990;17,04;#BA762F;;186;118;47;30;74;72;55,7;20,7;48,3;orange
88;4;44804;14,97;#3F2321;;63;35;33;4;47;24;17,3;13,1;7;dark red
88;3;12704;4,24;#EEC24A;;238;194;74;43;68;93;80,3;3,5;63,7;orange
88;5;9789;3,27;#F8F8E9;;248;248;233;60;6;97;97,2;-2,6;7,2;white
89;5;64420;21,5;#684830;;104;72;48;25;53;40;33,5;10,6;19,8;red-orange
89;2;56468;18,85;#432A18;;67;42;24;25;64;26;19,7;9,4;16,4;dark red-orange
89;3;54224;18,1;#8A694E;;138;105;78;27;43;54;47;9,4;20,3;red-orange
89;6;53662;17,91;#B08F74;;176;143;116;27;34;69;61,8;8,5;19,1;red-orange
89;4;46444;15,5;#1F1209;;31;18;9;24;71;12;6,7;5,1;6,5;very dark red-orange
89;1;24350;8,13;#DCBCA0;;220;188;160;28;27;86;78,3;7,3;18,4;light red-orange
90;3;72591;24,23;#160D04;;22;13;4;30;81;8;4,2;2,2;4,7;very dark orange
90;2;69949;23,35;#332207;;51;34;7;36;86;20;14,8;4,9;18,9;dark orange
90;5;64243;21,45;#523C0E;;82;60;14;40;82;32;26,9;4,6;30,5;dark orange
90;4;38905;12,99;#826928;;130;105;40;43;69;51;45,6;2,3;39,1;orange
90;6;31153;10,4;#C0A95E;;192;169;94;45;51;75;69,7;-1,4;41,5;yellow-orange
90;1;22727;7,59;#F2E6B1;;242;230;177;48;26;94;91,1;-3,9;27,4;light yellow-orange
91;5;72474;24,25;#A7653E;;167;101;62;22;62;65;49,3;22,8;33;red-orange
91;1;65034;21,76;#824320;;130;67;32;21;75;51;35,7;24,2;32,5;red-orange
91;6;64737;21,66;#5C270F;;92;39;15;18;83;36;22,9;22,6;26,5;dark red-orange
91;2;43907;14,69;#CC8F65;;204;143;101;24;50;80;64,5;18,3;31,5;red-orange
91;4;37645;12,59;#3B130A;;59;19;10;11;83;23;12,1;19,1;14,4;dark red
91;3;15111;5,06;#0A0203;;10;2;3;352;80;3;1;2,2;0,4;very dark red
92;5;73919;24,68;#120803;;18;8;3;20;83;7;2,8;2,4;3;very dark red-orange
92;3;67198;22,43;#2D1A09;;45;26;9;28;80;17;11,4;7,4;13,4;very dark red-orange
92;1;58880;19,65;#4C2D0F;;76;45;15;29;80;29;21,8;11,3;24,5;dark red-orange
92;4;43587;14,55;#734E1E;;115;78;30;33;73;45;36,3;10,7;33,6;orange
92;6;35638;11,9;#9F7A35;;159;122;53;39;66;62;53,5;6,8;42,3;orange
92;2;20346;6,79;#D3B365;;211;179;101;42;52;82;74,2;1,8;43,8;orange
93;4;129158;43,11;#1A0C05;;26;12;5;20;80;10;4,5;4,7;4,7;very dark red-orange
93;1;62533;20,87;#3B1D0A;;59;29;10;23;83;23;14,6;12,8;17,7;dark red-orange
93;3;52301;17,46;#603116;;96;49;22;21;77;37;26;18,9;26;dark red-orange
93;5;25249;8,43;#975A2C;;151;90;44;25;70;59;44,3;20,9;36,4;red-orange
93;2;24310;8,12;#E49649;;228;150;73;29;68;89;68,6;22,4;51,4;red-orange
93;6;6017;2,01;#F8DE8D;;248;222;141;45;43;97;89;-1,7;42,9;light yellow-orange
94;1;65156;21,75;#C07D65;;192;125;101;15;47;75;58,8;23,3;23,8;red-orange
94;2;55894;18,66;#452217;;69;34;23;14;66;27;17,8;15,5;14,8;dark red
94;3;55051;18,38;#985945;;152;89;69;14;54;59;44,6;23,8;22,7;red
94;4;53822;17,97;#6E3B2B;;110;59;43;14;60;43;30,9;20,7;19,7;red
94;5;43344;14,47;#E3A087;;227;160;135;16;40;89;71,7;21,8;23;light red-orange
94;6;26301;8,78;#25130B;;37;19;11;18;70;14;8;8,2;7,6;very dark red-orange
95;3;65005;21,7;#8B4C0D;;139;76;13;30;90;54;39,1;22,3;44,5;orange
95;2;63328;21,14;#5F2D07;;95;45;7;25;92;37;24,7;20,2;32,1;dark red-orange
95;4;57229;19,1;#E6AB40;;230;171;64;38;72;90;73,8;11,6;60,9;orange
95;1;55685;18,59;#B8771E;;184;119;30;34;83;72;55,6;18,6;55;vivid orange
95;5;47022;15,7;#361402;;54;20;2;20;96;21;11,2;15,6;16,3;dark red-orange
95;6;11299;3,77;#FAD68D;;250;214;141;40;43;98;87,2;3,1;40,6;light orange
96;1;114743;38,34;#251104;;37;17;4;23;89;14;7,3;8,8;9,4;very dark red-orange
96;6;56576;18,9;#492207;;73;34;7;24;90;28;18,3;16,4;24;dark red-orange
96;3;42133;14,08;#F9E374;;249;227;116;50;53;97;90;-6,1;56,2;yellow-orange
96;5;33800;11,29;#E6A846;;230;168;70;36;69;90;73,1;13,5;57,6;orange
96;4;32677;10,92;#965517;;150;85;23;29;84;58;42,8;22,4;44,7;red-orange
96;2;19371;6,47;#FCFCE1;;252;252;225;60;10;98;98,3;-4,5;12,9;pale yellow
97;2;84054;28,06;#261609;;38;22;9;26;76;14;9;6,4;10;very dark red-orange
97;6;60334;20,14;#552D12;;85;45;18;24;78;33;23,2;15,9;24,8;dark red-orange
97;3;54298;18,13;#E99831;;233;152;49;33;79;91;69,5;22,4;62,8;vivid orange
97;1;43833;14,63;#9C5623;;156;86;35;25;77;61;44;24,9;40,8;red-orange
97;4;29289;9,78;#FAE77E;;250;231;126;50;49;98;91,2;-6,9;53;yellow-orange
97;5;27760;9,27;#505346;;80;83;70;73;15;32;34,7;-3,9;7,2;dark yellow
98;2;111107;37,09;#231F19;;35;31;25;36;28;13;12;0,6;4,8;very dark orange
98;3;59433;19,84;#9E7E28;;158;126;40;43;74;62;54,4;3,3;49;orange
98;4;43495;14,52;#614A22;;97;74;34;38;64;38;33;4,7;27,2;orange
98;6;39838;13,3;#DCBD3B;;220;189;59;48;73;86;77,2;-2,3;65,9;yellow-orange
98;5;34413;11,49;#597251;;89;114;81;105;28;44;45,3;-16;15,4;green
98;1;11282;3,77;#E9EDC0;;233;237;192;65;19;92;92,4;-8,7;21,4;pale yellow
