#;Space;Channel;Mean;Median;Min;Max;Std
471;HSV;Hue;105,1;28,57;0;359,37;116,77
471;HSV;Saturation;31,19;26,88;0;100;18,4
471;HSV;Value;53,65;51,76;0;100;26,44
471;Lab;Lightness;45,63;49,92;0;100;20,96
471;Lab;Green-Red;7,11;4,57;-50,5;73,12;9,19
471;Lab;Blue-Yellow;-0,25;5,32;-49,73;43,53;20,63
471;LCH;Lightness;45,63;49,92;0;100;20,96
471;LCH;Chroma;17,63;10,57;0;78,6;15,81
471;LCH;Hue;125,21;66,57;0;359,99;109,28
472;RGB;Red;112,73;100;0;255;71,82
472;RGB;Green;105,43;88;1;255;70,47
472;RGB;Blue;103,19;85;6;255;65,7
472;HSV;Hue;127,72;60;0;359,09;113,84
472;HSV;Saturation;17,35;15,62;0;100;11,61
472;HSV;Value;45,55;40,39;2,35;100;27,75
472;Lab;Lightness;43,6;38,69;0,61;100;28,3
472;Lab;Green-Red;2,82;2;-19,99;39,06;4,47
472;Lab;Blue-Yellow;2,06;1,91;-36,45;35,93;6,89
472;LCH;Lightness;43,6;38,69;0,61;100;28,3
472;LCH;Chroma;7,11;5,82;0;51,83;5,39
472;LCH;Hue;158,67;102,04;0;359,99;112,32
473;RGB;Red;145,63;148;10;255;68,11
473;RGB;Green;125,04;122;1;255;63,25
473;RGB;Blue;116,81;110;0;255;60,15
473;HSV;Hue;79,88;34,29;0;359,43;100,36
473;HSV;Saturation;23,01;19,55;0;100;14,85
473;HSV;Value;57,94;58,82;5,1;100;26,56
473;Lab;Lightness;53,16;54,94;2,48;100;25,16
473;Lab;Green-Red;6,9;2,17;-13,46;64,28;11,11
473;Lab;Blue-Yellow;7,71;7,66;-45,04;36,45;8,63
473;LCH;Lightness;53,16;54,94;2,48;100;25,16
473;LCH;Chroma;13,13;8,98;0;68,27;11,51
473;LCH;Hue;107,49;78,59;0;359,99;91,59
474;RGB;Red;113,78;101;6;255;59,41
474;RGB;Green;111,36;112;1;255;56,04
474;RGB;Blue;104,85;77;0;255;76,39
474;HSV;Hue;86,45;37,03;0;358,8;84,57
474;HSV;Saturation;42,66;48,71;0;100;20,12
474;HSV;Value;56,52;55,29;2,75;100;29,85
474;Lab;Lightness;46,83;49,26;0,66;100;22,54
474;Lab;Green-Red;3,73;1,87;-15,7;55,34;7,06
474;Lab;Blue-Yellow;5,29;8,19;-45,63;81,71;28,12
474;LCH;Lightness;46,83;49,26;0,66;100;22,54
474;LCH;Chroma;24,57;25,93;0;81,75;16,68
474;LCH;Hue;131,41;81,5;0;359,99;89,22
475;RGB;Red;100,86;84;3;255;68,49
475;RGB;Green;101,68;82;7;255;68,4
475;RGB;Blue;108,18;89;13;255;66,1
475;HSV;Hue;196,97;220;0;358,54;99,69
475;HSV;Saturation;15,22;12,68;0;96,47;12,81
475;HSV;Value;43,08;36,08;6,27;100;25,69
475;Lab;Lightness;41,84;34,89;2,06;100;26,65
475;Lab;Green-Red;1,34;0,62;-22,23;40,49;3,89
475;Lab;Blue-Yellow;-3,91;-3,85;-46,8;30,82;4,07
475;LCH;Lightness;41,84;34,89;2,06;100;26,65
475;LCH;Chroma;5,5;5,16;0;48,43;4,31
475;LCH;Hue;245,13;272,21;0;359,99;81,93
476;RGB;Red;133,62;127;0;255;65,37
476;RGB;Green;136,05;129;0;255;72,19
476;RGB;Blue;136,19;116;3;255;75,14
476;HSV;Hue;177,05;202,04;0;359,29;110,36
476;HSV;Saturation;18,72;17,06;0;100;13,24
476;HSV;Value;58,2;54,12;1,18;100;28,24
476;Lab;Lightness;55,41;53,82;0,06;100;27,4
476;Lab;Green-Red;-0,11;1,01;-39,93;36,15;9,27
476;Lab;Blue-Yellow;-0,05;-0,36;-41,6;68,73;10,99
476;LCH;Lightness;55,41;53,82;0,06;100;27,4
476;LCH;Chroma;11,05;8,22;0;76,86;9,19
476;LCH;Hue;186,37;220,15;0;360;110,87
477;RGB;Red;129,14;114;0;255;70,84
477;RGB;Green;116,08;100;0;255;72,49
477;RGB;Blue;111,02;91;0;255;82,07
477;HSV;Hue;71,05;26,25;0;358,8;88,76
477;HSV;Saturation;33,43;25,33;0;100;20,21
477;HSV;Value;54,41;44,71;0;100;31,58
477;Lab;Lightness;48,55;43,62;0;100;28,87
477;Lab;Green-Red;5,08;4,05;-18,49;56,7;5,26
477;Lab;Blue-Yellow;5,35;7,24;-58,72;61,78;13,49
477;LCH;Lightness;48,55;43,62;0;100;28,87
477;LCH;Chroma;14,33;15,75;0;68,11;7,66
477;LCH;Hue;106,75;64,5;0;359,99;92
478;RGB;Red;119,51;115;0;255;68,54
478;RGB;Green;116,88;110;0;255;69,22
478;RGB;Blue;108,3;104;0;255;76,49
478;HSV;Hue;92,5;60;0;359,31;82,62
478;HSV;Saturation;20,37;11,84;0;100;19,61
478;HSV;Value;48,37;45,49;0;100;27,18
478;Lab;Lightness;47,95;46,75;0;100;27,12
478;Lab;Green-Red;-0,47;0,09;-24,1;38,25;6,85
478;Lab;Blue-Yellow;5,71;4,1;-43,72;34,27;7,45
478;LCH;Lightness;47,95;46,75;0;100;27,12
478;LCH;Chroma;8,35;5;0;45,9;8,09
478;LCH;Hue;134,5;109,76;0;359,99;82,78
479;RGB;Red;131,36;125;16;255;57,45
479;RGB;Green;112,49;109;0;255;56,98
479;RGB;Blue;101,45;99;0;255;54,67
479;HSV;Hue;39,76;22,86;0;358,78;55,86
479;HSV;Saturation;27,57;25,6;0;100;18,24
479;HSV;Value;51,8;49,41;6,27;100;22,54
479;Lab;Lightness;48,02;47,29;1,99;100;22,58
479;Lab;Green-Red;5,97;5,31;-9,95;29,66;5,83
479;Lab;Blue-Yellow;9,08;8,82;-9,74;40,6;6,22
479;LCH;Lightness;48,02;47,29;1,99;100;22,58
479;LCH;Chroma;11,91;11,11;0;41,26;6,99
479;LCH;Hue;72,75;58,87;0,01;360;51,3
480;RGB;Red;114,12;96;0;255;52,53
480;RGB;Green;126,81;110;0;255;55,8
480;RGB;Blue;149,26;133;2;255;63,11
480;HSV;Hue;219,72;218,57;0;357,93;19,32
480;HSV;Saturation;24,33;23,97;0;100;12,48
480;HSV;Value;58,59;52,16;0,78;100;24,65
480;Lab;Lightness;52,03;45,93;0,04;100;21,72
480;Lab;Green-Red;0,78;0,51;-7,6;22,97;2,75
480;Lab;Blue-Yellow;-13,43;-14,35;-34,53;54,32;7,18
480;LCH;Lightness;52,03;45,93;0,04;100;21,72
480;LCH;Chroma;13,77;14,55;0;54,32;7,09
480;LCH;Hue;270,2;272,58;0,02;360;24,57
481;RGB;Red;156,57;164;11;255;31,72
481;RGB;Green;174,74;187;2;254;36,21
481;RGB;Blue;194,04;206;0;255;51,51
481;HSV;Hue;170,78;209,27;0;357,6;75,68
481;HSV;Saturation;22,81;17,97;0;100;13,34
481;HSV;Value;78,23;81,18;4,31;100;17,96
481;Lab;Lightness;70,46;75,11;1,04;99,68;13,55
481;Lab;Green-Red;-1,14;-1,67;-7,83;19,62;2,18
481;Lab;Blue-Yellow;-11,42;-9,38;-40,07;31,5;15,08
481;LCH;Lightness;70,46;75,11;1,04;99,68;13,55
481;LCH;Chroma;15,72;10,86;0;40,14;10,8
481;LCH;Hue;218,1;256,93;0;360;77,75
482;RGB;Red;122,37;117;0;255;68,49
482;RGB;Green;131,26;119;2;255;71,09
482;RGB;Blue;141,32;124;0;255;77,72
482;HSV;Hue;165,23;208,57;0;359,02;84,8
482;HSV;Saturation;23,73;23,4;0;100;12,73
482;HSV;Value;57,97;56,08;1,57;100;29,2
482;Lab;Lightness;53,19;50,25;0,68;100;27,72
482;Lab;Green-Red;-0,35;-1,22;-21,16;32,03;3,33
482;Lab;Blue-Yellow;-6,12;-6,53;-49,52;32,9;10,98
482;LCH;Lightness;53,19;50,25;0,68;100;27,72
482;LCH;Chroma;11,07;10,08;0;55,3;6,83
482;LCH;Hue;209,11;256,41;0,01;359,99;87,88
483;RGB;Red;116,64;117;0;255;41,93
483;RGB;Green;99,43;103;0;255;47,68
483;RGB;Blue;93,17;69;0;255;68,76
483;HSV;Hue;93,51;33,63;0;359,57;101,12
483;HSV;Saturation;48,5;43,64;0;100;19,79
483;HSV;Value;53,61;52,94;0;100;21,04
483;Lab;Lightness;43,97;45,25;0;100;17,86
483;Lab;Green-Red;8,21;6,06;-29;61,49;13,82
483;Lab;Blue-Yellow;7,89;14,91;-40,34;73,75;24,04
483;LCH;Lightness;43,97;45,25;0;100;17,86
483;LCH;Chroma;26,88;28,46;0;75,51;13,26
483;LCH;Hue;123,34;71,04;0;359,99;99,81
484;RGB;Red;126,33;128;7;255;61,03
484;RGB;Green;117,3;113;0;255;60,47
484;RGB;Blue;106,48;99;0;255;66,12
484;HSV;Hue;64,74;37,14;0;359,05;71,18
484;HSV;Saturation;24,52;20,26;0;100;16,02
484;HSV;Value;51,09;50,2;2,75;100;25,63
484;Lab;Lightness;48,86;49,25;1,47;100;24,13
484;Lab;Green-Red;1,93;1,36;-19,48;44,75;5,01
484;Lab;Blue-Yellow;7,65;7,87;-37,3;58,34;9,96
484;LCH;Lightness;48,86;49,25;1,47;100;24,13
484;LCH;Chroma;11,38;9,22;0;60,81;7,56
484;LCH;Hue;108,27;83,89;0,01;359,99;71,48
485;RGB;Red;99,47;91;0;255;58,45
485;RGB;Green;94,16;88;0;255;56,58
485;RGB;Blue;81,47;68;0;255;60,84
485;HSV;Hue;77,58;44;0;359,53;79,97
485;HSV;Saturation;25,86;21,31;0;100;19,01
485;HSV;Value;40,03;36,47;0;100;23,59
485;Lab;Lightness;39,14;37,44;0;100;23,04
485;Lab;Green-Red;0,08;0,2;-31,54;52,56;7,2
485;Lab;Blue-Yellow;8,27;6,09;-56,8;81,94;10,03
485;LCH;Lightness;39,14;37,44;0;100;23,04
485;LCH;Chroma;10,67;6,67;0;82,63;10,34
485;LCH;Hue;115,93;92,48;0;359,99;72,98
486;RGB;Red;149,54;150;1;255;69,58
486;RGB;Green;134,39;134;7;255;68,14
486;RGB;Blue;112,47;100;0;255;66,34
486;HSV;Hue;44,64;33,53;0;359,22;54,64
486;HSV;Saturation;28,99;28,41;0;100;14,77
486;HSV;Value;58,99;59,22;4,71;100;27,09
486;Lab;Lightness;55,68;56,6;2,16;100;26,77
486;Lab;Green-Red;2,49;2,69;-40,61;50,43;6,31
486;Lab;Blue-Yellow;14,01;14,28;-12,75;63,41;8,54
486;LCH;Lightness;55,68;56,6;2,16;100;26,77
486;LCH;Chroma;15,36;15,1;0;64,39;8,9
486;LCH;Hue;82,96;77,74;0;359,99;44,36
487;RGB;Red;123,04;119;5;255;60,58
487;RGB;Green;108,99;98;0;255;63,39
487;RGB;Blue;97,47;79;0;255;63,34
487;HSV;Hue;73,81;37,14;0;359,21;88,4
487;HSV;Saturation;28,5;27,27;0;100;19,99
487;HSV;Value;49,01;47,45;1,96;100;23,63
487;Lab;Lightness;46,01;43,4;0,41;100;24,79
487;Lab;Green-Red;4,22;2,16;-9,27;60,54;7,13
487;Lab;Blue-Yellow;8,84;7,37;-17,94;38,97;10,25
487;LCH;Lightness;46,01;43,4;0,41;100;24,79
487;LCH;Chroma;12,38;9,13;0;60,94;9,93
487;LCH;Hue;99,96;79,95;0;360;71,96
488;RGB;Red;109,41;86;3;255;72,33
488;RGB;Green;101,9;78;7;255;72,07
488;RGB;Blue;96,87;72;0;255;70,64
488;HSV;Hue;100,32;36,32;0;358,7;111,35
488;HSV;Saturation;22,42;19,11;0;100;14,68
488;HSV;Value;44,8;36,47;3,92;100;28,53
488;Lab;Lightness;42,18;33,85;2,11;100;28,44
488;Lab;Green-Red;2,61;2,2;-21,53;27,4;5,41
488;Lab;Blue-Yellow;4,01;4,61;-59,51;70,29;10,32
488;LCH;Lightness;42,18;33,85;2,11;100;28,44
488;LCH;Chroma;9,57;7,5;0;70,3;8,19
488;LCH;Hue;124,46;77,63;0;359,99;104,98
489;RGB;Red;81,18;77;0;255;57,63
489;RGB;Green;68,75;61;0;255;52,86
489;RGB;Blue;56,11;48;0;255;49,36
489;HSV;Hue;54,82;30;0;358,38;62,92
489;HSV;Saturation;39,48;35,94;0;100;25,96
489;HSV;Value;32,39;30,59;0;100;22,49
489;Lab;Lightness;29,37;27,29;0;100;22,08
489;Lab;Green-Red;3,32;2,55;-20,95;28,42;5,59
489;Lab;Blue-Yellow;9,29;8,86;-26,2;62,64;8,42
489;LCH;Lightness;29,37;27,29;0;100;22,08
489;LCH;Chroma;11,21;10,15;0;64,72;8,6
489;LCH;Hue;94,49;72,11;0;359,98;65,27
490;RGB;Red;113,75;104;19;255;53,17
490;RGB;Green;104,85;92;19;255;52,26
490;RGB;Blue;95,28;80;11;255;53,9
490;HSV;Hue;68,58;36,43;0;358,5;72,31
490;HSV;Saturation;25,84;23,08;0;77,27;13,32
490;HSV;Value;46,65;43,53;7,45;100;21,5
490;Lab;Lightness;44,13;39,97;5,82;100;20,87
490;Lab;Green-Red;2,32;1,59;-8,03;40,92;4,04
490;Lab;Blue-Yellow;6,84;8,98;-34,17;33,7;10,57
490;LCH;Lightness;44,13;39,97;5,82;100;20,87
490;LCH;Chroma;11,78;11;0;49,83;6,43
490;LCH;Hue;112,4;83,04;0;359,99;74,42
491;RGB;Red;92,59;82;0;255;61,3
491;RGB;Green;110,95;110;5;255;55,71
491;RGB;Blue;71,1;51;0;255;59,08
491;HSV;Hue;118,27;94,65;0;359,41;78,29
491;HSV;Saturation;45,79;50;0;100;24,86
491;HSV;Value;45,09;43,92;4,31;100;22,76
491;Lab;Lightness;43,7;43,35;2,18;100;22,71
491;Lab;Green-Red;-13,88;-16,68;-41,61;67,5;13,67
491;Lab;Blue-Yellow;19,64;18,38;-20,83;75,57;15,87
491;LCH;Lightness;43,7;43,35;2,18;100;22,71
491;LCH;Chroma;26,77;25,35;0;85,04;17,34
491;LCH;Hue;138,87;128,71;0,01;360;66,83
492;RGB;Red;121,86;116;12;255;65,59
492;RGB;Green;114,36;105;12;255;63,96
492;RGB;Blue;109,48;98;17;255;57,67
492;HSV;Hue;114,66;60;0;359,08;106,09
492;HSV;Saturation;17,74;15,94;0;62,07;12,11
492;HSV;Value;49,32;46,27;6,67;100;25
492;Lab;Lightness;47,53;45,34;3,58;100;25,39
492;Lab;Green-Red;2,44;2,03;-10,24;54,16;4,52
492;Lab;Blue-Yellow;3,48;2,78;-21,45;29,83;7,98
492;LCH;Lightness;47,53;45,34;3,58;100;25,39
492;LCH;Chroma;8,26;6,71;0;56,46;5,83
492;LCH;Hue;143,36;101,49;0;360;102,47
493;RGB;Red;121,38;123;0;255;61,4
493;RGB;Green;114,83;113;0;255;62,55
493;RGB;Blue;108,23;106;0;255;68,27
493;HSV;Hue;90,85;35,12;0;359,23;107,65
493;HSV;Saturation;21,24;13,5;0;100;20,35
493;HSV;Value;48,61;48,24;0;100;25,14
493;Lab;Lightness;47,62;48,24;0;100;25,19
493;Lab;Green-Red;1,58;1,38;-24,39;48,95;4,33
493;Lab;Blue-Yellow;4,83;3;-50,76;59,21;8,15
493;LCH;Lightness;47,62;48,24;0;100;25,19
493;LCH;Chroma;7,75;5,87;0;60,7;7,13
493;LCH;Hue;123,32;79,94;0;360;101,87
494;RGB;Red;133,58;124;30;255;46,08
494;RGB;Green;135,01;125;38;255;48,75
494;RGB;Blue;138,42;130;31;255;48,31
494;HSV;Hue;170,46;205;0;359,21;99,16
494;HSV;Saturation;12,26;10,88;0;61,04;7,12
494;HSV;Value;56,65;52,55;16,08;100;19,22
494;Lab;Lightness;55,78;52,49;16,49;100;18,48
494;Lab;Green-Red;0,48;0,39;-16,26;32,75;4,44
494;Lab;Blue-Yellow;-1,94;-2,76;-28,45;20,77;5,91
494;LCH;Lightness;55,78;52,49;16,49;100;18,48
494;LCH;Chroma;6,58;5,94;0;36,54;3,9
494;LCH;Hue;200,69;243,6;0;360;100,06
495;RGB;Red;111,93;106;3;255;53,92
495;RGB;Green;118,44;111;10;255;55,49
495;RGB;Blue;112,55;106;0;255;56,45
495;HSV;Hue;106,01;90;0;358,57;62,8
495;HSV;Saturation;14,59;10,98;0;100;10,58
495;HSV;Value;47,69;45,49;6,67;100;22,29
495;Lab;Lightness;48,27;46,36;4,07;100;21,78
495;Lab;Green-Red;-3,41;-2,76;-22,9;19,45;4,33
495;Lab;Blue-Yellow;2,58;3,26;-29,1;40,91;5,92
495;LCH;Lightness;48,27;46,36;4,07;100;21,78
495;LCH;Chroma;7,19;6,23;0;42,85;4,51
495;LCH;Hue;140,74;128,82;0;359,99;54,14
496;RGB;Red;129,56;138;0;255;69,95
496;RGB;Green;121,96;129;0;255;62,43
496;RGB;Blue;93,29;94;0;255;68,2
496;HSV;Hue;57,71;39,51;0;359,22;57,7
496;HSV;Saturation;37,63;29,7;0;100;28,29
496;HSV;Value;52,41;55,69;0;100;26,51
496;Lab;Lightness;50,13;54,34;0;100;25,7
496;Lab;Green-Red;-1,46;0,68;-36,66;41,32;9,51
496;Lab;Blue-Yellow;16,45;12,58;-60,67;87,6;14,02
496;LCH;Lightness;50,13;54,34;0;100;25,7
496;LCH;Chroma;18,32;13,32;0;88,97;14,98
496;LCH;Hue;99,69;87,64;0;360;52,66
497;RGB;Red;70,72;55;0;255;58,32
497;RGB;Green;64,73;48;0;255;56,32
497;RGB;Blue;58,75;39;0;255;55,76
497;HSV;Hue;80,42;37,78;0;358,91;98,7
497;HSV;Saturation;22,01;20;0;100;15,78
497;HSV;Value;28,2;22,35;0;100;23,1
497;Lab;Lightness;26,71;20,58;0;100;23,39
497;Lab;Green-Red;1,55;0,83;-22,12;37,76;3,49
497;Lab;Blue-Yellow;4,52;3,72;-63,71;74,74;6,54
497;LCH;Lightness;26,71;20,58;0;100;23,39
497;LCH;Chroma;6,49;5,4;0;75,11;5,98
497;LCH;Hue;124,21;91,31;0;360;89,53
498;RGB;Red;101,5;98;0;255;61,43
498;RGB;Green;104,06;113;0;255;58,73
498;RGB;Blue;94,49;92;0;255;61,09
498;HSV;Hue;83,93;64;0;358,75;62,54
498;HSV;Saturation;20,97;14,11;0;100;17,74
498;HSV;Value;43,03;46,27;0;100;24,65
498;Lab;Lightness;42,45;46,97;0;99,71;24,34
498;Lab;Green-Red;-2,3;-1,2;-34,05;44,41;4,53
498;Lab;Blue-Yellow;5,15;4,72;-50,98;52,32;12,44
498;LCH;Lightness;42,45;46,97;0;99,71;24,34
498;LCH;Chroma;10,11;6,5;0;59,71;10,24
498;LCH;Hue;130,53;113,85;0;359,99;58,73
499;RGB;Red;80,64;46;0;255;79,57
499;RGB;Green;74,61;43;0;255;73,46
499;RGB;Blue;64,21;38;0;255;64,7
499;HSV;Hue;53,78;42,86;0;359,24;58,16
499;HSV;Saturation;22,3;20,69;0;100;16,64
499;HSV;Value;31,78;18,43;0;100;31,19
499;Lab;Lightness;30,25;17,94;0;100;30,3
499;Lab;Green-Red;0,59;0;-18,91;45,97;3,6
499;Lab;Blue-Yellow;6,41;3,68;-22,28;48,31;7,36
499;LCH;Lightness;30,25;17,94;0;100;30,3
499;LCH;Chroma;7,1;4,27;0;49,82;7,63
499;LCH;Hue;109,15;101,52;0;359,99;52,63
500;RGB;Red;147,63;142;0;255;75,14
500;RGB;Green;138,6;149;0;255;73,36
500;RGB;Blue;134,99;138;0;255;77,52
500;HSV;Hue;71,92;23,64;0;359,32;104,6
500;HSV;Saturation;18,88;13,91;0;100;13,35
500;HSV;Value;59,96;65,49;0;100;30,36
500;Lab;Lightness;56,97;62,83;0;100;29,23
500;Lab;Green-Red;3,08;3,48;-22,51;36,15;3,55
500;Lab;Blue-Yellow;3,49;3,69;-32,85;49,75;8,69
500;LCH;Lightness;56,97;62,83;0;100;29,23
500;LCH;Chroma;8,47;6,72;0;53,59;6,17
500;LCH;Hue;93,32;57,98;0;360;94,38
501;RGB;Red;98,78;95;0;255;68,38
501;RGB;Green;101,88;97;0;255;70,27
501;RGB;Blue;105,56;101;0;255;72,91
501;HSV;Hue;153,19;206,9;0;358,98;102,42
501;HSV;Saturation;14,43;12,43;0;100;14,66
501;HSV;Value;42,46;41,18;0;100;28,06
501;Lab;Lightness;41,55;41,26;0;100;28,1
501;Lab;Green-Red;-0,18;0;-17,36;29,77;2,44
501;Lab;Blue-Yellow;-2,27;-1,06;-61,39;41,68;5,98
501;LCH;Lightness;41,55;41,26;0;100;28,1
501;LCH;Chroma;4,74;3,08;0;67,09;4,95
501;LCH;Hue;206,35;250,57;0;359,99;87,08
502;RGB;Red;159,93;194;0;255;87,19
502;RGB;Green;127,54;142;0;255;83,05
502;RGB;Blue;114,41;116;0;246;39,73
502;HSV;Hue;127,73;51,69;0;359,6;122,06
502;HSV;Saturation;49,78;41,53;0;100;23,31
502;HSV;Value;67,12;76,47;0;100;27,69
502;Lab;Lightness;55,27;63,72;0;99,31;31,34
502;Lab;Green-Red;13;13,12;-58,55;78,02;15,25
502;Lab;Blue-Yellow;10,45;20,33;-48,52;67,71;26,61
502;LCH;Lightness;55,27;63,72;0;99,31;31,34
502;LCH;Chroma;33,33;33,73;0;86,31;10,42
502;LCH;Hue;143,2;94,16;0;360;113,37
503;RGB;Red;108,83;98;0;255;68,51
503;RGB;Green;106,33;95;0;255;66,87
503;RGB;Blue;104,42;98;0;255;64,12
503;HSV;Hue;136,51;110;0;359,49;107,74
503;HSV;Saturation;19,66;17,24;0;100;13,34
503;HSV;Value;46;42,35;1,18;100;27,48
503;Lab;Lightness;43,79;41,03;0,25;100;26,95
503;Lab;Green-Red;1,14;1,02;-33,71;48,68;5,85
503;Lab;Blue-Yellow;1,35;1,18;-56,08;65,37;10,14
503;LCH;Lightness;43,79;41,03;0,25;100;26,95
503;LCH;Chroma;9,1;7,26;0;68,01;7,56
503;LCH;Hue;166,04;128,71;0;360;105,02
504;RGB;Red;151,55;153;0;255;71,81
504;RGB;Green;150,96;153;0;255;72,82
504;RGB;Blue;153,48;157;0;255;74,9
504;HSV;Hue;156,91;213,33;0;358,12;112,04
504;HSV;Saturation;10,12;3,7;0;100;17,41
504;HSV;Value;61,36;61,96;0;100;28,15
504;Lab;Lightness;61,27;63,32;0;100;28,35
504;Lab;Green-Red;0,84;0,37;-7,63;18,7;1,91
504;Lab;Blue-Yellow;-1,13;-1,02;-21,05;36,99;4,77
504;LCH;Lightness;61,27;63,32;0;100;28,35
504;LCH;Chroma;3,69;2,51;0;37,3;3,85
504;LCH;Hue;214,58;260,35;0;360;93,13
505;RGB;Red;109,11;125;0;255;68,94
505;RGB;Green;111,33;126;0;255;67,02
505;RGB;Blue;110,48;119;0;255;65,15
505;HSV;Hue;151,55;180;0;359,18;86,95
505;HSV;Saturation;23,5;13,01;0;100;23,49
505;HSV;Value;46,54;51,76;0;100;26,26
505;Lab;Lightness;45,49;52,42;0;100;27,39
505;Lab;Green-Red;-0,82;-0,83;-29,05;33,69;5,83
505;Lab;Blue-Yellow;0,34;-1,03;-35,84;43;6,74
505;LCH;Lightness;45,49;52,42;0;100;27,39
505;LCH;Chroma;6,98;5,27;0;49,97;5,6
505;LCH;Hue;185,06;199,07;0;360;88,04
506;RGB;Red;87,76;67;13;255;58,21
506;RGB;Green;90,14;70;14;255;58,62
506;RGB;Blue;87,77;66;0;255;65,81
506;HSV;Hue;134,99;100;0;359,34;97,17
506;HSV;Saturation;21,97;18,92;0;100;14,52
506;HSV;Value;39,34;30,2;6,67;100;26,26
506;Lab;Lightness;36,89;29,44;4,5;100;23,95
506;Lab;Green-Red;-0,79;-0,06;-25,43;56,6;6,38
506;Lab;Blue-Yellow;1,36;1,75;-52,68;74,08;14,41
506;LCH;Lightness;36,89;29,44;4,5;100;23,95
506;LCH;Chroma;11,07;6,29;0;74,23;11,33
506;LCH;Hue;169,99;131,01;0;359,99;97,4
507;RGB;Red;103,19;87;0;255;74,37
507;RGB;Green;105,89;87;0;255;70,7
507;RGB;Blue;86,46;62;0;255;74,22
507;HSV;Hue;91,14;73,04;0;359,1;54,83
507;HSV;Saturation;35,6;30,43;0;100;23,03
507;HSV;Value;43,7;36,08;0,39;100;29,21
507;Lab;Lightness;42,54;36,54;0,06;100;28,6
507;Lab;Green-Red;-4,23;-4,62;-32,34;34,49;5,66
507;Lab;Blue-Yellow;10,54;10,17;-39,47;86,52;12,19
507;LCH;Lightness;42,54;36,54;0,06;100;28,6
507;LCH;Chroma;14,34;11,96;0;89,83;10,19
507;LCH;Hue;128,72;116,76;0,17;359,85;48,13
508;RGB;Red;118,49;132;0;255;68,63
508;RGB;Green;118,66;129;0;255;67,72
508;RGB;Blue;114,01;122;0;255;69,85
508;HSV;Hue;122,86;100;0;359,33;95,15
508;HSV;Saturation;14,27;10,69;0;100;11,4
508;HSV;Value;48,73;53,73;0;100;27,56
508;Lab;Lightness;48,29;54,25;0;100;27,69
508;Lab;Green-Red;-0,88;-0,37;-42,89;39,32;5,7
508;Lab;Blue-Yellow;2,69;2,37;-17,04;45,39;6,43
508;LCH;Lightness;48,29;54,25;0;100;27,69
508;LCH;Chroma;6,59;5,04;0;60,37;6,2
508;LCH;Hue;154,44;134;0;360;90,38
509;RGB;Red;84,16;61;0;255;61,2
509;RGB;Green;96,41;75;11;255;60,2
509;RGB;Blue;81,46;53;0;255;65,87
509;HSV;Hue;115,6;101,38;0;358,6;62,25
509;HSV;Saturation;27,8;25,81;0;100;19,09
509;HSV;Value;38,7;29,8;4,31;100;24,05
509;Lab;Lightness;38,44;30,17;2,46;100;23,82
509;Lab;Green-Red;-7,68;-5,4;-43,45;37,69;7,89
509;Lab;Blue-Yellow;7,34;6,65;-29,16;74,13;10,51
509;LCH;Lightness;38,44;30,17;2,46;100;23,82
509;LCH;Chroma;13,11;10,51;0;82,94;10,67
509;LCH;Hue;152,72;135,25;0;360;51,72
510;RGB;Red;142,78;153;0;255;70,86
510;RGB;Green;141,76;135;1;255;71,84
510;RGB;Blue;135,43;126;0;255;82,99
510;HSV;Hue;136,93;162;0;359,12;89,55
510;HSV;Saturation;21,14;11,54;0;100;20,41
510;HSV;Value;58,99;61,18;0,39;100;29,3
510;Lab;Lightness;57,54;58,06;0,2;100;28,3
510;Lab;Green-Red;-0,45;-0,86;-20,48;44,55;5,37
510;Lab;Blue-Yellow;4,11;0,65;-21,94;69,51;10,91
510;LCH;Lightness;57,54;58,06;0,2;100;28,3
510;LCH;Chroma;9,81;6,41;0;69,51;8,29
510;LCH;Hue;176,18;151,94;0;360;91,13
511;RGB;Red;141,16;144;0;255;65,64
511;RGB;Green;139,76;140;0;255;66,88
511;RGB;Blue;127,27;116;0;255;75,65
511;HSV;Hue;117,5;65;0;359,19;99,06
511;HSV;Saturation;26,25;20,87;0;100;19,86
511;HSV;Value;59,6;59,22;0,39;100;27,63
511;Lab;Lightness;56,96;58,39;0,06;100;25,98
511;Lab;Green-Red;-0,89;0,21;-30,24;34,37;6,84
511;Lab;Blue-Yellow;7,2;7,08;-35,24;70,89;15,86
511;LCH;Lightness;56,96;58,39;0,06;100;25,98
511;LCH;Chroma;15,33;12,69;0;72,32;10,78
511;LCH;Hue;152,02;109,24;0;359,99;95,59
512;RGB;Red;80,09;54;0;255;64,54
512;RGB;Green;93,95;64;0;255;68,65
512;RGB;Blue;110,48;88;8;255;72,58
512;HSV;Hue;189,2;213,45;0;359,06;66,63
512;HSV;Saturation;39,56;41,94;0;100;20,39
512;HSV;Value;44,77;34,51;3,92;100;29,46
512;Lab;Lightness;37,76;27,23;0,26;100;27,97
512;Lab;Green-Red;0,01;0,58;-17,96;43,86;4,04
512;Lab;Blue-Yellow;-11,03;-10,13;-44,17;49;11,9
512;LCH;Lightness;37,76;27,23;0,26;100;27,97
512;LCH;Chroma;14,14;11,35;0;59,24;8,93
512;LCH;Hue;238,81;269,69;0;359,99;72,11
513;RGB;Red;102,02;83;0;255;67,83
513;RGB;Green;106,36;82;0;255;71,73
