#;R mean;G mean;B mean;H° mean;S% mean;V% mean;L mean;C mean;Color 1 HEX;Color 1%;Color 1 Name;Color 2 HEX;Color 2 %;Color 2 Name;Color 3 HEX;Color 3 %;Color 3 Name;Color 4 HEX;Color 4 %;Color 4 Name;Color 5 HEX;Color 5 %;Color 5 Name
415;145,6;135,2;127,7;95;22;58,5;56;10,1;#E4E9EE;28,42;white;#675E55;19,48;pale orange;#9C9794;15,92;light grey;#332922;15,23;dark red-orange;#957859;10,91;orange
416;145,5;118,4;121,3;153,5;30,6;59,2;51,9;17,1;#85655D;35,53;red;#C09797;21,66;pale red;#977691;16,43;pale violet;#403029;11,22;dark red-orange;#E8E5E8;9,94;very light grey
417;99,5;105,9;107,5;153,6;17,9;44,3;43,7;6,9;#5A5E5F;32,64;dark grey;#3F494F;24,24;dark blue-cyan;#6B8294;11,72;blue-cyan;#C6CAC6;11,34;very light grey;#8E8982;11,17;pale orange
418;128,6;136,4;139,2;187,6;10,9;54,9;55,3;4,4;#B6BCC1;21,83;light grey;#5E6970;20,47;pale blue-cyan;#828B8E;18,33;pale blue-cyan;#424A4A;14,78;dark cyan;#DFE3E3;14,33;very light grey
419;111,7;116,6;117,9;132,1;24,9;52,1;48,3;13,9;#595B5B;22,09;dark grey;#BAAF9B;21,82;pale orange;#858C93;18,04;pale blue-cyan;#2B2E31;17,69;very dark blue-cyan;#686139;10,65;yellow-orange
420;117,6;128;114,2;141;21,3;51,1;51,2;12,1;#3C4F31;22,08;dark yellow-green;#E8E9EC;19,8;very light grey;#28312A;18,51;very dark green;#636B67;14,45;grey;#A2A6A3;13,35;light grey
421;143,1;152,9;151,3;142,5;13,4;62;61,7;7,6;#AEB9BC;21,55;light grey;#D5DEDE;21,43;very light grey;#5F6963;20,29;pale blue-green;#3E473E;14,12;dark green;#869AA7;12,63;pale blue-cyan
422;89,3;123;124,7;171,6;44,5;56,3;48,8;25,1;#5C8DCE;21;blue-cyan;#A1B6C6;20,13;pale blue-cyan;#1A292C;17,62;very dark cyan;#63A553;17,51;green;#566167;15,54;pale blue-cyan
423;125,4;138,5;142,5;180,3;13,9;56,5;56;6,5;#BBCBD3;25,46;pale blue-cyan;#343F3E;20,02;dark cyan;#828883;16,83;grey;#9CADB7;13,55;pale blue-cyan;#4F5C60;12,87;dark cyan
424;161,1;148,6;138,4;81,2;24,6;64,3;60,9;11;#E7DCDA;37,62;very light grey;#3B301D;28,05;dark orange;#E6C2AE;13,63;pale red-orange;#575D54;8,73;dark yellow-green;#96A0A7;8,01;pale blue-cyan
425;157,9;169,6;172,2;169,2;14,1;69,8;68;8,9;#D3E1F2;33,13;pale blue-cyan;#A4B3B0;31,44;pale cyan;#616B5B;11,37;pale yellow-green;#687985;9,58;pale blue-cyan;#94887D;7,82;pale red-orange
426;99,2;134,7;170;200,8;44,8;67;54,1;23,5;#5A80A5;27,26;blue-cyan;#7AB3EF;19,8;blue-cyan;#9DC3E3;19,58;light blue-cyan;#26496E;13,99;blue-cyan;#192939;12,82;dark blue-cyan
427;109,9;126,1;129;187,5;29,4;54,3;51,1;13,7;#445A5C;32,46;dark cyan;#6F838F;28,57;pale blue-cyan;#BAC7DC;25,04;pale blue-cyan;#4A271D;4,98;dark red;#688A03;4,49;yellow-green
428;153;154,6;155,8;150,6;13,4;64,6;63,5;7,3;#AAB7C2;22,12;pale blue-cyan;#6E777F;20,85;pale blue-cyan;#C7C5C3;19,89;very light grey;#969C9F;17,7;light grey;#A48E7D;9,98;pale red-orange
429;133,7;137,3;130,7;110,7;12,3;54,5;55,6;5,8;#444A3E;20,58;dark yellow-green;#E2E3E1;19,52;very light grey;#91948C;18,93;grey;#6C6E66;17,78;grey;#B8BEBE;14,46;light grey
430;115;129,1;141,2;184,5;26,2;57,4;52,5;13,7;#98B0D0;22,71;blue-cyan;#718297;20,05;blue-cyan;#59636F;16,56;pale blue-cyan;#B8C8D8;15,6;pale blue-cyan;#3E4225;14,51;dark yellow
431;125,4;121;117,3;130,1;20,1;52;50,2;9,5;#333838;23,6;dark cyan;#D6D1CF;23,05;very light grey;#6E6A5A;19,13;pale yellow-orange;#A9A299;15,25;pale orange;#57312D;10,33;dark red
432;138,1;131;121,9;68;17,1;55,4;54,1;8,7;#8F8379;23,52;pale red-orange;#BAAEA3;22,17;pale red-orange;#6B5950;17,77;red-orange;#2E2E2A;15,78;very dark yellow;#FAFBFA;12,26;white
433;156,2;140,9;124,5;65,3;29,2;61,8;58,7;13,6;#D4D5D4;36,99;very light grey;#8A6D52;21,11;red-orange;#62432C;17,03;red-orange;#B3997D;13,59;orange;#27180E;5,67;very dark red-orange
434;138,9;108,1;86,2;35,1;38,5;54,6;48;20,8;#935A3F;34,45;red-orange;#A29382;24,44;pale orange;#786554;23,43;red-orange;#423227;12,28;dark red-orange;#E0DCD7;3,07;very light grey
435;94,5;94,9;91,9;108,5;20,6;40,9;39,1;8,3;#4B423D;29,67;dark red-orange;#272B2E;28,51;very dark blue-cyan;#685F56;20,42;pale orange;#C2EEFD;10,13;pale blue-cyan;#91908B;5,94;grey
436;134,8;113,5;94,2;54,9;42,2;53,1;47;15,9;#080606;36,24;very dark red;#FEFEFD;30,84;white;#422412;11,35;dark red-orange;#E28B36;11;vivid red-orange;#975424;5,84;red-orange
437;114,3;108,2;118,6;240,8;18,2;49,8;45,8;10,4;#979FAC;26,93;pale blue-cyan;#777681;24,01;pale blue;#1C181C;17,55;very dark violet;#514950;14,98;dark violet;#934D5A;9,89;red
438;186,3;162,6;139,5;48,4;33;73,1;67,5;18;#F7F6F4;36,23;white;#9B6336;15,54;red-orange;#6F5438;13,96;orange;#D4BD9E;13,25;light orange;#BA8B5B;13,11;orange
439;128,1;124,9;119,3;134,1;16,3;52,4;51,9;8,8;#8B8D8B;29,41;grey;#C0BDC3;22,44;light grey;#676860;21,55;grey;#2C2A23;13,69;very dark yellow-orange;#53582C;7,91;dark yellow
440;121,3;121,7;117,5;114;17,2;51;50,2;8;#5F554B;25,11;dark red-orange;#737778;23,82;grey;#383432;16,68;dark red-orange;#9EB4BA;14,97;pale cyan;#9B866C;10,74;orange
441;127,7;127,6;121,4;87,3;11,5;51,6;52,7;5,6;#96958D;31,48;grey;#797A74;21,99;grey;#AAAEA9;20,51;light grey;#565752;15;dark grey;#26221F;8,96;very dark red-orange
442;153,2;151,4;154,1;263,5;9,4;60,5;60,9;1,7;#F5F3F6;25,72;white;#D6D4D7;22,85;very light grey;#0B090C;18,34;very dark blue-violet;#A8A6A9;13,12;light grey;#3B393C;10,17;dark grey
443;109,2;122;132,3;144,5;22,7;53,5;49,2;10,9;#D8E1EE;23,99;pale blue-cyan;#41403A;18;dark yellow-orange;#20221E;15,97;very dark yellow-green;#5F5E55;14,88;dark yellow-orange;#436588;13,73;blue-cyan
444;128;129,5;123,5;146,6;29,3;57,5;53,4;17,4;#9F905E;31,95;yellow-orange;#8F96A4;18,2;pale blue-cyan;#535453;17,83;dark grey;#CDD1DC;13,81;very light grey;#1A1917;9,42;very dark orange
445;123,9;139,5;142,9;119,8;39,3;66,6;57,3;29,9;#6B9DF1;24,26;blue-cyan;#989260;24,24;yellow-orange;#737147;22,21;yellow-orange;#85897B;11,27;pale yellow-green;#8BB8FD;9,92;blue-cyan
446;119;126,3;125,9;144,5;20,4;53;51,6;9,3;#566B76;25,56;blue-cyan;#91A2AC;21,01;pale blue-cyan;#CAC8C6;18,06;very light grey;#2D3131;16,15;very dark cyan;#595441;11,59;dark yellow-orange
447;91,2;88,3;85,2;117,8;36,6;40,8;36,8;13,4;#140F0C;23,46;very dark red-orange;#513C28;21,29;dark red-orange;#AEBED9;19,16;pale blue-cyan;#81786D;16,17;pale orange;#424452;13,69;dark blue
448;122,2;119,5;126;209,6;12,7;50,8;49,8;5,9;#7F8085;28,09;grey;#AAAAAF;25,11;light grey;#58555B;21,93;dark grey;#25242D;16,32;very dark blue;#FAFAFB;4,75;white
449;153;148;145,6;117,8;10,9;61,1;60,2;6,1;#FBFCFC;28,47;white;#635E5B;19,6;pale red-orange;#A1A0A1;18,84;light grey;#252222;17,96;very dark red;#898E6F;9,35;pale yellow
450;119;112,7;106,8;74,5;19,6;47,9;46,6;7,7;#38342B;24,61;dark orange;#9E968B;22,3;pale orange;#716B62;21,72;pale orange;#E3E8F3;16,3;white;#191510;10,91;very dark orange
451;110,8;98,2;91,7;91,8;37,6;47,6;41,6;15,7;#553929;26,57;dark red-orange;#201917;23,58;very dark red;#A5907F;19,63;pale red-orange;#889EBC;15,24;blue-cyan;#9F6C41;8,08;red-orange
452;123,5;119,3;107,7;81,6;20,2;50,1;49,3;9,7;#A69C93;32,71;pale red-orange;#6F6357;26,08;pale orange;#2D2E27;21,26;very dark yellow;#D2D7DB;11,16;very light grey;#2D4528;7,08;dark green
453;113,9;100,2;92;26,8;19,9;44,7;43,1;8,2;#685A53;22,69;pale red-orange;#7E7067;21,61;pale red-orange;#52463F;18,85;dark red-orange;#97867C;17,28;pale red-orange;#3C322C;11,6;dark red-orange
454;108,3;106,5;117,1;219,8;17,9;47,2;44,2;8,8;#6C6772;31,94;pale blue-violet;#484653;26,82;dark blue;#1D1F28;17,86;very dark blue;#F6F9F9;13,51;white;#AEAEB8;8,1;light grey
455;50,2;45,7;42,9;117,5;21,8;20,1;18,4;4,5;#0E0D0E;48,47;black;#292220;21,89;very dark red;#483E36;12,22;dark red-orange;#70685E;9,8;pale orange;#A29D93;5,45;pale orange
456;100,8;107,2;96,6;117,4;24,7;42,9;43,2;9,1;#939594;26,26;grey;#2B361F;18,96;dark yellow-green;#13180F;16,31;very dark yellow-green;#656763;14,7;grey;#D6DCDE;12,96;very light grey
457;134,4;128,9;122,8;106,8;18;54,6;52,6;8,2;#CDBFAD;27,3;pale orange;#18191A;22,09;very dark grey;#4A4C49;17,88;dark grey;#8A8378;15,72;pale orange;#EDF2F8;14,01;white
458;141,7;146,7;145,4;148,8;18,9;61,3;59;10;#C7DBF0;19,95;pale blue-cyan;#A19C7F;16,72;pale yellow-orange;#97A0A7;16,64;pale blue-cyan;#121317;15,74;very dark blue;#DFDDD2;15,52;very light grey
459;156,4;152,5;151,5;113,3;13,7;63,8;62,1;6,7;#ECF3FC;37,36;white;#79746F;19,83;pale orange;#49443B;19,78;dark orange;#A59B95;13,56;pale red-orange;#1E1914;6;very dark orange
460;119,8;110,5;100,8;81,4;20,2;47,5;45,8;8,9;#231E1F;25,81;very dark red;#A3998D;19,93;pale orange;#473E33;16,97;dark orange;#796C60;16,64;pale red-orange;#E1C9A9;11,33;pale orange
461;109,5;103,8;102;105,1;15,4;43,9;43,3;5,2;#636160;30,49;dark grey;#403832;21,64;dark red-orange;#86817D;19,23;grey;#EAF2F7;13,76;white;#120E0C;10,37;very dark red-orange
462;121,6;115;113,5;123,4;13,2;48,7;47,6;5,6;#25242B;21,37;very dark blue;#474244;20,11;dark grey;#6F6460;16,69;pale red-orange;#C1BAB4;15,23;light grey;#9D8E85;15,16;pale red-orange
463;61,6;58,5;56,6;111,7;29,8;25,9;23,8;5,8;#070709;57,37;very dark blue;#AD9F8F;11,67;pale orange;#2F2B27;11,49;very dark orange;#E5DDCE;9,42;pale orange;#71695F;8,58;pale orange
464;106,1;93,7;82,5;57,7;32,3;42,9;39,6;11,4;#19130F;25,18;very dark red-orange;#AE9E8C;21,22;pale orange;#4A3B2F;18,73;dark red-orange;#7D7265;18,6;pale orange;#8F6B4E;11,48;red-orange
465;92,1;97,9;113,8;165,9;37,7;49,8;40,8;18,8;#251517;20,98;very dark red;#8EB2E3;19,9;light blue-cyan;#433A2A;17,36;dark orange;#887868;17,24;pale orange;#5579BD;15,28;blue-cyan
466;122,9;112,3;91,3;65,3;35,1;49,9;47;17,2;#8E8A75;22,68;pale yellow-orange;#615834;21,31;yellow-orange;#BB8E6C;18,27;red-orange;#2B281A;17,34;very dark yellow-orange;#D2CEC0;10,82;pale yellow-orange
467;123,7;115,1;111,2;98,6;19,9;50,2;48;8,1;#4E4440;23,31;dark red-orange;#B3A89F;18,37;pale red-orange;#1D222B;16,79;very dark blue-cyan;#E1DED8;14,21;very light grey;#767472;13,98;grey
468;159,6;158,5;155,4;124,5;10,8;64,5;64,6;5,3;#D9DCE0;32,15;very light grey;#796F60;18,94;pale orange;#8C8D87;18,68;grey;#B7BBBC;17,07;light grey;#524D45;9,36;dark orange
469;102,6;111,8;120,7;189,4;25,3;47,8;44,7;7,4;#0C1310;26,21;very dark blue-green;#E3E7EF;17,34;white;#818C98;16,73;pale blue-cyan;#29343C;14,64;dark blue-cyan;#505E6F;13,45;blue-cyan
470;128,1;149,3;159,9;168;32,7;67;60;19,2;#91B4DF;29,13;light blue-cyan;#667A89;21,23;blue-cyan;#BBD3EC;19,65;pale blue-cyan;#2D361B;12,68;dark yellow-green;#5E6A31;9,97;yellow
471;116,5;106;111,3;105,1;31,2;53,6;45,6;17,6;#84766B;42,67;pale red-orange;#6490DC;16,3;blue-cyan;#553E39;15,21;dark red;#1B1517;14,39;very dark red-violet;#EA8C76;7,21;red
472;112,7;105,4;103,2;127,7;17,4;45,5;43,6;7,1;#1C1A21;22,98;very dark blue-violet;#3B3537;18,76;dark red-violet;#635855;16,18;pale red;#B9B0A8;15,05;pale red-orange;#E1E0D9;14,17;very light grey
473;145,6;125;116,8;79,9;23;57,9;53,2;13,1;#83796D;21,58;pale orange;#E1DED6;16,74;very light grey;#261F21;16,7;very dark red-violet;#C87B6E;16,37;red;#BDAFA0;14,43;pale orange
474;113,8;111,4;104,8;86,5;42,7;56,5;46,8;24,6;#64A8EA;22,56;blue-cyan;#73624F;17,45;orange;#2E2018;16,78;very dark red-orange;#403D3B;16,45;dark grey;#AB7C46;14;orange
475;100,9;101,7;108,2;197;15,2;43,1;41,8;5,5;#3C4048;27,68;dark blue-cyan;#64656A;23,77;grey;#1F212A;17,87;very dark blue;#FDFEFE;13,42;white;#848890;12,43;pale blue-cyan
476;133,6;136,1;136,2;177,1;18,7;58,2;55,4;11,1;#D9EBF6;26,75;pale blue-cyan;#5B5C5E;19,52;dark grey;#97918F;19,39;grey;#2B2A31;18,05;very dark blue;#829769;10,13;yellow-green
477;129,1;116,1;111;71;33,4;54,4;48,5;14,3;#4E3C2C;24,2;dark red-orange;#BCCCEF;18,43;pale blue-cyan;#E5C7AF;18,09;pale red-orange;#231710;17,49;very dark red-orange;#6D6561;14,68;pale red-orange
478;119,5;116,9;108,3;92,5;20,4;48,4;48;8,3;#6D6A64;24,54;pale orange;#8C857E;21,63;pale orange;#3E462A;18,25;dark yellow-green;#F3F6FC;17,34;white;#211D17;14,85;very dark orange
479;131,4;112,5;101,5;39,8;27,6;51,8;48;11,9;#77665C;25,63;pale red-orange;#584338;18,35;dark red-orange;#999089;17,31;pale red-orange;#301C16;14,37;very dark red;#C59E8B;13,75;red-orange
480;114,1;126,8;149,3;219,7;24,3;58,6;52;13,8;#4A515B;32,44;dark blue-cyan;#9CACCF;18,95;pale blue-cyan;#66778E;17,82;blue-cyan;#C6D6F1;17,24;pale blue-cyan;#44557A;9,1;blue-cyan
481;156,6;174,7;194;170,8;22,8;78,2;70,5;15,7;#ADBDCD;39,87;pale blue-cyan;#82B3EE;17,13;blue-cyan;#828080;12,6;grey;#A6D0FB;12,42;light blue-cyan;#BDB4A4;12,4;pale orange
482;122,4;131,3;141,3;165,2;23,7;58;53,2;11,1;#2B2D2F;24,49;very dark blue-cyan;#E0E9F3;19,63;white;#7F6E60;17,46;pale red-orange;#A6BFDB;16,23;pale blue-cyan;#3D5165;11,88;blue-cyan
483;116,6;99,4;93,2;93,5;48,5;53,6;44;26,9;#826047;30,01;red-orange;#758EC5;23,37;blue-cyan;#3A271F;18,96;dark red-orange;#717535;13,72;yellow;#912922;8,58;red
484;126,3;117,3;106,5;64,7;24,5;51,1;48,9;11,4;#9B9184;30,16;pale orange;#5A5142;26,29;dark orange;#302B20;21,84;very dark orange;#CAD4EF;9,47;pale blue-cyan;#DECDB5;9,35;pale orange
485;99,5;94,2;81,5;77,6;25,9;40;39,1;10,7;#26221A;28,87;very dark orange;#565248;24,46;dark orange;#848178;18,92;pale orange;#626031;15,18;yellow-orange;#D9D8DC;10,49;very light grey
486;149,5;134,4;112,5;44,6;29;59;55,7;15,4;#C7B199;20,4;pale orange;#917A60;19,58;orange;#F4E9D8;18,62;pale orange;#2C231F;16,43;very dark red-orange;#5F4C39;16,42;dark red-orange
487;123;109;97,5;73,8;28,5;49;46;12,4;#332B26;27,26;dark red-orange;#D1CFC8;20,41;very light grey;#645549;19,61;red-orange;#978D85;14,01;pale red-orange;#997C50;12,73;orange
488;109,4;101,9;96,9;100,3;22,4;44,8;42,2;9,6;#28211F;27,6;very dark red;#4B4237;25,08;dark orange;#E7E2D9;20,37;very light grey;#6D6C71;14,54;grey;#958066;9,8;orange
489;81,2;68,8;56,1;54,8;39,5;32,4;29,4;11,2;#0C0B08;25,44;very dark yellow-orange;#392F24;24,28;dark orange;#645B51;16,07;pale orange;#958067;15,45;orange;#664730;14,3;red-orange
490;113,8;104,8;95,3;68,6;25,8;46,6;44,1;11,8;#33302D;24,71;dark red-orange;#5D4B3C;24,34;dark red-orange;#B1A390;20,58;pale orange;#867861;17,15;orange;#515B74;6,73;blue-cyan
491;92,6;111;71,1;118,3;45,8;45,1;43,7;26,8;#4E722C;23,81;yellow-green;#172617;21,16;very dark green;#88AA56;15,85;yellow-green;#2E4920;15,1;dark yellow-green;#C1BDBC;13,56;light grey
492;121,9;114,4;109,5;114,7;17,7;49,3;47,5;8,3;#49413F;21,87;dark red;#786B63;21,22;pale red-orange;#23242E;18,62;very dark blue;#DCDBD0;14,9;very light grey;#9D9F9B;12,18;light grey
493;121,4;114,8;108,2;90,8;21,2;48,6;47,6;7,8;#7A706A;26,06;pale red-orange;#A59D96;20,55;pale red-orange;#1C1911;17,22;very dark orange;#53463C;16,45;dark red-orange;#D3D5DC;16,03;very light grey
494;133,6;135;138,4;170,5;12,3;56,6;55,8;6,6;#62656B;24,19;pale blue-cyan;#A0A8B2;18,04;pale blue-cyan;#807F81;17,63;grey;#4D474B;17,62;dark grey;#C1B7AC;14,55;pale orange
495;111,9;118,4;112,5;106;14,6;47,7;48,3;7,2;#9F9E93;27,85;light grey;#4E524E;27,43;dark grey;#2A312C;19,05;very dark blue-green;#747B76;16,08;grey;#ABE1ED;5,23;light cyan
496;129,6;122;93,3;57,7;37,6;52,4;50,1;18,3;#CDC3B5;25,5;pale orange;#8F8374;22,97;pale orange;#1F1B12;16,6;very dark orange;#3F441A;16,06;dark yellow;#C89C64;9,47;orange
497;70,7;64,7;58,8;80,4;22;28,2;26,7;6,5;#11100F;33,04;very dark orange;#2E2822;21,29;very dark orange;#4F4437;19,93;dark orange;#72685E;12,72;pale red-orange;#A69C93;8,61;pale red-orange
498;101,5;104,1;94,5;83,9;21;43;42,5;10,1;#8F8B81;33,67;pale orange;#161915;23,53;very dark green;#44483A;18,94;dark yellow-green;#D2CEC0;10,26;pale yellow-orange;#677043;9,03;yellow
499;80,6;74,6;64,2;53,8;22,3;31,8;30,2;7,1;#0D0C09;38,39;very dark yellow-orange;#2E2A25;22,13;very dark orange;#CAB393;14,03;orange;#544D44;11,23;dark orange;#E6DFC8;8,3;pale yellow-orange
500;147,6;138,6;135;71,9;18,9;60;57;8,5;#E3D5D3;38;very light grey;#72695D;18,89;pale orange;#483D35;16,7;dark red-orange;#1B1414;12,2;very dark red;#B6A398;9,26;pale red-orange
501;98,8;101,9;105,6;153,2;14,4;42,5;41,5;4,7;#0F0F0F;21,46;black;#8C97A4;18,79;pale blue-cyan;#555658;18,33;dark grey;#71777E;18,01;pale blue-cyan;#363430;13,23;dark orange
502;159,9;127,5;114,4;127,7;49,8;67,1;55,3;33,3;#ECDE9F;28,7;light yellow-orange;#160B43;22,93;dark blue;#DBAC80;18,82;light red-orange;#AD7D6E;13,81;red;#673E56;9,89;red-violet
503;108,8;106,3;104,4;136,5;19,7;46;43,8;9,1;#1C1A17;21,58;very dark orange;#686263;20,32;grey;#3A3C47;20,19;dark blue;#9E978C;18,4;pale orange;#DACEBA;15,19;pale orange
504;151,6;151;153,5;156,9;10,1;61,4;61,3;3,7;#F5F5F7;20,82;white;#C8C9CE;20,61;very light grey;#6F7175;18,63;grey;#999A9D;16,73;light grey;#484646;13,44;dark grey
505;109,1;111,3;110,5;151,6;23,5;46,5;45,5;7;#939898;27,54;grey;#0D0E16;21,02;very dark blue;#C2C7C6;16,84;very light grey;#66685E;15,87;pale yellow;#313937;13,72;dark cyan
506;87,8;90,1;87,8;135;22;39,3;36,9;11,1;#232522;40,68;very dark yellow-green;#474847;20,26;dark grey;#877D77;14,05;pale red-orange;#C8CEDA;10,51;pale blue-cyan;#858D52;8,32;yellow
507;103,2;105,9;86,5;91,1;35,6;43,7;42,5;14,3;#182116;29,09;very dark green;#43452A;23,04;dark yellow;#797664;17,96;pale yellow-orange;#C6BAA2;13,83;pale orange;#DDEBF1;10,84;pale blue-cyan
508;118,5;118,7;114;122,9;14,3;48,7;48,3;6,6;#161A14;22,64;very dark yellow-green;#A5A2A0;22,27;light grey;#CCCBD0;19,16;very light grey;#44423C;15,63;dark yellow-orange;#77736F;14,92;grey
509;84,2;96,4;81,5;115,6;27,8;38,7;38,4;13,1;#2C3026;30,29;very dark yellow-green;#2F4425;25,38;dark yellow-green;#515D5F;17,5;dark cyan;#8D9696;10,87;grey;#ECF3EF;9,61;white
510;142,8;141,8;135,4;136,9;21,1;59;57,5;9,8;#DBE1E7;34,42;very light grey;#575958;16,71;dark grey;#272817;16,48;very dark yellow;#615E34;12,01;yellow-orange;#A9A9AB;11,72;light grey
511;141,2;139,8;127,3;117,5;26,2;59,6;57;15,3;#3E3935;23,18;dark red-orange;#8F8885;18,99;grey;#BFD1EA;16,29;pale blue-cyan;#E8DDCC;15,57;pale orange;#565732;15,14;dark yellow
512;80,1;94;110,5;189,2;39,6;44,8;37,8;14,1;#131A27;38,26;very dark blue-cyan;#2F3B50;16,93;dark blue-cyan;#959692;15,76;grey;#688FBA;13,33;blue-cyan;#9BCCF2;9,83;light blue-cyan
513;102;106,4;107,3;136,6;20,9;44,8;43;7,8;#22221D;30,6;very dark yellow;#9CAEC2;17,56;pale blue-cyan;#E3E8EA;13,95;very light grey;#45494D;13,67;dark blue-cyan;#4C432F;12,46;dark orange
514;88,4;96,1;103,4;149,4;31,1;43,7;39,1;12,6;#1E1D16;29,85;very dark yellow-orange;#5D7496;16,35;blue-cyan;#404953;15,02;dark blue-cyan;#95ACCC;14,73;blue-cyan;#50482F;14,54;dark yellow-orange
515;108,7;109,4;106,2;119,9;14,6;44,7;45;5,5;#484C52;28,89;dark blue-cyan;#D2D3CF;19,2;very light grey;#6D6C68;17,02;grey;#262620;12,96;very dark yellow;#4D4435;12,16;dark orange
516;122,4;131,1;143,8;195,1;19,8;57,3;54;10;#8792A4;24,42;pale blue-cyan;#607187;24,01;blue-cyan;#C3C9CF;20,67;very light grey;#414D61;15,04;blue-cyan;#746D65;8,76;pale orange
517;123,3;116,8;96,2;67,5;36,4;50,8;47,8;16,2;#E7D7B4;25,97;pale orange;#1C1B11;22,82;very dark yellow-orange;#A08F6E;15,9;orange;#4F4623;15,6;dark yellow-orange;#615E55;12,68;pale yellow-orange
518;92,7;105,2;116,2;176;28,5;47,5;42,7;12,7;#3C4854;24,39;dark blue-cyan;#657384;21,67;pale blue-cyan;#1E1F1A;19,43;very dark yellow;#CDE2F4;12,29;pale blue-cyan;#88ACDD;11,44;light blue-cyan
519;132,1;135,9;126,6;141,6;27,6;58,5;55,9;17,8;#677083;24,16;pale blue-cyan;#99928A;23,46;pale orange;#7F8948;20,19;yellow;#4C4C30;13,09;dark yellow;#D4D9E4;11,57;very light grey
520;108,4;105,7;87,3;65,5;23,7;43,9;43,1;12,2;#2A2823;31,25;very dark orange;#4D483C;22,3;dark orange;#787157;15,89;yellow-orange;#AAA490;13,5;pale yellow-orange;#E8E7D6;9,3;very light grey
521;100,4;114,5;118,8;191,5;16,9;46,7;46,8;6,4;#506063;26,35;pale cyan;#6A787C;21,84;pale cyan;#849299;20,79;pale blue-cyan;#384547;15,48;dark cyan;#A1AEB5;11,27;pale blue-cyan
522;144,4;128,6;120;96,3;24,1;57,1;54;11,5;#D8D2C9;26,96;very light grey;#B6AA97;22,16;pale orange;#331E1D;20,32;dark red;#887664;14,84;orange;#4F484A;11,52;dark red-violet
523;104,2;95,4;91,7;106,2;22,4;41,2;39,3;6,2;#120D0F;34,39;very dark red-violet;#C7C5C0;29,2;very light grey;#382A27;14,85;dark red;#9F9891;11,31;pale orange;#826E58;7,59;orange
524;97;76,9;70,7;128,4;41;39;33,7;13,1;#180D0E;35,53;very dark red;#543F34;17,94;dark red-orange;#7E7572;14,79;pale red;#A27A58;14,24;red-orange;#C3C0C1;12,18;light grey
525;101,5;97,9;89,9;98,5;20,4;41,1;39,9;7,4;#191814;36;very dark yellow-orange;#484640;18,78;dark yellow-orange;#CED0D2;17,8;very light grey;#818584;14,71;grey;#91714F;6,97;orange
526;132,3;108,9;101,8;133;29,4;53,1;47,3;15,9;#A49787;23,57;pale orange;#2A2124;23,34;very dark red-violet;#D9D2D2;19,1;very light grey;#605349;18,43;dark red-orange;#79292B;9,09;red
527;123,3;129,3;110,4;96,5;33,1;56,2;52,4;18,5;#2E2E29;27,53;very dark yellow;#D8D0C0;27,07;pale orange;#97846E;22,97;orange;#308955;12,75;blue-green;#355B80;6,27;blue-cyan
528;117,5;99;88,7;93,5;37,1;47;42,5;13,3;#A69388;30,26;pale red-orange;#181214;25,51;very dark red-violet;#6E6157;17,42;pale red-orange;#5E2C19;9,73;dark red-orange;#AC815E;9;red-orange
529;127,5;104,9;90,9;64,8;33,6;50,4;44,3;14,9;#1E1814;29,21;very dark red-orange;#F2DDC7;21,4;pale orange;#C6AA92;14,88;red-orange;#5A2C23;12,31;dark red;#A16C4C;11,1;red-orange
530;119,1;114,8;108,2;81,9;25,8;48,9;47,2;8,6;#CDD0CB;29,99;very light grey;#1E1914;29,04;very dark orange;#999589;19,25;pale yellow-orange;#564A3B;17,21;dark orange;#186B8F;2,58;blue-cyan
531;89,3;86,4;86,8;151,4;17,8;36,7;35,5;5,4;#100F11;29,33;very dark blue-violet;#6F6A65;24,26;pale orange;#39383C;19,76;dark grey;#A1A1A3;13,5;light grey;#EDF0F2;8,86;white
532;140,3;113,8;103,8;96,7;35,7;55,2;49;15,4;#2B1415;26,61;very dark red;#B6A496;25,77;pale red-orange;#735C53;16,74;red-orange;#ECE1DA;16,09;very light grey;#8A3729;8,7;red
533;119,5;102,3;95,5;110,1;32,1;48;43,4;12,7;#19100F;28,22;very dark red;#A69685;25,29;pale orange;#583F3C;18,76;dark red;#DAD4CF;18,75;very light grey;#A25D49;7,51;red
534;161,2;128,6;120,5;94,6;32,2;63,2;56,2;18,1;#EAD9D8;24,68;very light grey;#A28F8D;19,96;pale red;#78604F;16,64;red-orange;#523125;15,82;dark red-orange;#A27247;13,88;red-orange
535;107,4;96;82,2;55,9;24,4;42,4;40;10,6;#191714;32,66;very dark orange;#887A69;28,33;pale orange;#4F473F;14,52;dark orange;#D8D4C9;11,12;very light grey;#C9A97B;8,66;orange
536;106,3;101,3;104,4;177,5;18,1;43;42;5;#0F0B0D;20,63;very dark red-violet;#ACABAC;19,89;light grey;#5B5358;17,54;dark red-violet;#372C30;16,1;dark red-violet;#848082;16,08;grey
537;137,7;133,4;137,6;175,3;14,3;58;55,8;8,8;#BBBECE;31,11;pale blue;#5B5C5D;28,64;dark grey;#85868D;26,92;grey;#412F21;6,21;dark red-orange;#A58272;5,06;red-orange
